sy_name,hostname,tic_id,sy_snum,sy_pnum,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
NGTS-17,NGTS-17,TIC 1309019,1,1,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,G4 V,5650.0,100.0,-100.0,0.0,1.34,0.12,-0.12,0.0,1.02,0.03,-0.03,0.0,0.15,0.1,-0.1,0.0,[Fe/H],4.0,0.12,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h51m36.14s,72.9005729,-34d13m34.37s,-34.2262128,1040.28,22.05,-21.16,14.412,0.126,-0.126,12.724,0.029,-0.029,14.2136,0.000369,-0.000369
NGTS-18,NGTS-18,TIC 142211778,1,1,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,G5 V,5610.0,150.0,-150.0,0.0,1.39,0.21,-0.21,0.0,1.0,0.03,-0.03,0.0,0.15,0.1,-0.1,0.0,[Fe/H],4.16,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h02m11.09s,180.5462193,-35d32m54.99s,-35.5486091,1096.19,43.11,-40.02,14.588,0.126,-0.126,12.87,0.032,-0.032,14.3896,0.000293,-0.000293
NGTS-20,NGTS-20,TIC 257527578,1,1,<a refstr=ULMER_MOLL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220703911U/abstract target=ref>Ulmer-Moll et al. 2022</a>,G1 IV,5980.0,80.0,-80.0,0.0,1.78,0.05,-0.05,0.0,1.47,0.09,-0.09,0.0,0.15,0.08,-0.08,0.0,[Fe/H],3.8,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h05m10.23s,46.2926368,-21d56m01.13s,-21.9336472,382.898,7.433,-7.159,11.233,0.011,-0.011,9.83,0.019,-0.019,11.0313,0.000404,-0.000404
NGTS-24,NGTS-24,TIC 151920165,1,1,<a refstr=JACKSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221101044J/abstract target=ref>Jackson et al. 2022</a>,G2 IV,5820.0,93.0,-8.0,0.0,1.64,0.03,-0.09,0.0,1.26,0.05,-0.21,0.0,0.27,0.18,-0.03,0.0,[Fe/H],4.09,0.05,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h14m15.33s,168.5638892,-37d54m36.48s,-37.9101328,683.062,11.048,-10.709,13.214,0.103,-0.103,11.51,0.021,-0.021,13.0525,0.000328,-0.000328
Qatar-3,Qatar-3,TIC 291751373,1,1,<a refstr=ALSUBAI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..200A/abstract target=ref>Alsubai et al. 2017</a>,G0 V,6007.0,52.0,-52.0,0.0,1.27,0.14,-0.14,0.0,1.15,0.06,-0.06,0.0,-0.041,0.081,-0.081,0.0,[Fe/H],4.29,0.08,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h56m36.47s,359.1519716,+36d12m46.64s,36.2129562,735.601,33.463,-30.723,12.929,0.08,-0.08,11.219,0.022,-0.022,12.8203,0.000854,-0.000854
Qatar-5,Qatar-5,TIC 190998418,1,1,<a refstr=ALSUBAI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..200A/abstract target=ref>Alsubai et al. 2017</a>,G2 V,5747.0,49.0,-49.0,0.0,1.08,0.05,-0.05,0.0,1.13,0.06,-0.06,0.0,0.377,0.08,-0.08,0.0,[Fe/H],4.43,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h28m12.94s,7.0539375,+42d03m40.84s,42.0613451,367.658,8.089,-7.755,12.614,0.08,-0.08,10.956,0.02,-0.02,12.5241,0.000435,-0.000435
Qatar-8,Qatar-8,TIC 103751498,1,1,<a refstr=ALSUBAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..224A/abstract target=ref>Alsubai et al. 2019</a>,G0 V,5738.0,51.0,-51.0,0.0,1.31,0.02,-0.02,0.0,1.03,0.05,-0.05,0.0,0.025,0.071,-0.071,0.0,[Fe/H],4.21,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h29m38.96s,157.4123405,+70d31m37.50s,70.5270835,281.498,2.588,-2.543,11.71,0.016,-0.016,9.937,0.015,-0.015,11.3494,0.000525,-0.000525
TOI-1062,TOI-1062,TIC 299799658,1,2,<a refstr=OTEGI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.105O/abstract target=ref>Otegi et al. 2021</a>,G9 V,5328.0,56.0,-56.0,0.0,0.84,0.09,-0.09,0.0,0.94,0.02,-0.02,0.0,0.14,0.04,-0.04,0.0,[Fe/H],4.55,0.09,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h32m29.03s,38.1209678,-78d01m25.26s,-78.0236828,82.1733,0.1635,-0.1629,10.249,0.005,-0.005,8.296,0.031,-0.031,10.0008,0.000374,-0.000374
TOI-1135,TOI-1135,TIC 154872375,1,1,<a refstr=MALLORQU_IACUTE_N_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240217448M/abstract target=ref>Mallorqu&iacute;n et al. 2024</a>,G0,6122.0,15.0,-15.0,0.0,1.16,0.03,-0.03,0.0,1.12,0.03,-0.03,0.0,0.0,0.02,-0.02,0.0,[Fe/H],4.56,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h53m35.13s,193.3963704,+85d07m46.18s,85.1294952,114.048,0.308,-0.306,9.54,0.03,-0.03,8.192,0.019,-0.019,9.41353,0.000539,-0.000539
TOI-1288,TOI-1288,TIC 365733349,1,2,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.3440K/abstract target=ref>Knudstrup et al. 2022</a>,G V,5225.0,23.0,-27.0,0.0,1.01,0.01,-0.01,0.0,0.89,0.04,-0.02,0.0,0.07,0.09,-0.09,0.0,[Fe/H],4.24,0.09,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h52m40.09s,313.1670294,+65d36m31.62s,65.6087833,114.865,0.322,-0.321,10.445,0.007,-0.007,8.779,0.021,-0.021,10.4468,0.000358,-0.000358
TOI-132,TOI-132,TIC 89020549,1,1,<a refstr=D_IACUTE_AZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..973D/abstract target=ref>D&iacute;az et al. 2020</a>,G8 V,5397.0,46.0,-46.0,0.0,0.9,0.02,-0.02,0.0,0.97,0.06,-0.06,0.0,0.16,0.1,-0.1,0.0,[Fe/H],4.48,0.23,-0.23,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h33m35.92s,338.3996623,-43d26m12.74s,-43.436872,163.678,0.993,-0.981,11.197,0.013,-0.013,9.646,0.023,-0.023,11.3208,0.000702,-0.000702
TOI-1386,TOI-1386,TIC 343019899,1,2,<a refstr=HILL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240203498H/abstract target=ref>Hill et al. 2024</a>,G5V,5793.0,76.0,-73.0,0.0,1.01,0.03,-0.03,0.0,1.04,0.05,-0.06,0.0,0.164,0.056,-0.056,0.0,[Fe/H],4.44,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h18m00.98s,334.5041029,+54d19m08.56s,54.3190454,146.858,0.687,-0.68,10.61,0.008,-0.008,9.086,0.019,-0.019,10.5069,0.000237,-0.000237
TOI-1416,TOI-1416,TIC 158025009,1,1,<a refstr=DEEG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230518542D/abstract target=ref>Deeg et al. 2023</a>,G9 V,4884.0,70.0,-70.0,0.0,0.79,0.04,-0.03,0.0,0.8,0.04,-0.04,0.0,0.08,0.05,-0.05,0.0,[Fe/H],4.52,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h27m41.64s,216.9234892,+41d57m10.75s,41.9529862,55.0135,0.0775,-0.0772,9.91,0.03,-0.03,7.708,0.024,-0.024,9.65254,0.000226,-0.000226
TOI-1422,TOI-1422,TIC 333473672,1,1,<a refstr=NAPONIELLO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220703293N/abstract target=ref>Naponiello et al. 2022</a>,G2 V,5840.0,62.0,-62.0,0.0,1.02,0.01,-0.01,0.0,0.98,0.06,-0.07,0.0,-0.09,0.07,-0.07,0.0,[Fe/H],4.41,0.11,-0.11,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h36m57.80s,354.240829,+39d38m21.41s,39.6392793,155.141,0.663,-0.657,10.622,0.007,-0.007,9.19,0.022,-0.022,10.5521,0.000231,-0.000231
TOI-157,TOI-157,TIC 140691463,1,1,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A..76N/abstract target=ref>Nielsen et al. 2020</a>,G9 IV,5404.0,70.0,-67.0,0.0,1.17,0.02,-0.01,0.0,0.95,0.02,-0.02,0.0,0.24,0.09,-0.09,0.0,[Fe/H],4.28,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h54m48.35s,73.7014398,-76d40m50.18s,-76.6806061,355.683,2.848,-2.804,12.725,0.046,-0.046,10.892,0.023,-0.023,12.5143,0.000285,-0.000285
TOI-169,TOI-169,TIC 183120439,1,1,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A..76N/abstract target=ref>Nielsen et al. 2020</a>,G1 V,5880.0,54.0,-49.0,0.0,1.29,0.02,-0.02,0.0,1.15,0.07,-0.07,0.0,0.24,0.09,-0.09,0.0,[Fe/H],4.28,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h07m06.89s,16.7786879,-75d11m56.20s,-75.1989452,407.84,4.237,-4.152,12.355,0.046,-0.046,10.815,0.024,-0.024,12.2379,0.000188,-0.000188
TOI-1710,TOI-1710,TIC 445805961,2,1,<a refstr=ORELL_MIQUEL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240113574O/abstract target=ref>Orell-Miquel et al. 2024</a>,G5 V,5730.0,30.0,-30.0,0.0,0.95,0.02,-0.02,0.0,0.99,0.07,-0.07,0.0,0.12,0.06,-0.06,0.0,[Fe/H],4.54,0.09,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h17m08.12s,94.2838373,+76d12m39.67s,76.21102,81.2271,0.1773,-0.1766,9.545,0.003,-0.003,7.959,0.026,-0.026,9.35983,0.00023,-0.00023
TOI-1710,TOI-1710,TIC 445805961,2,1,<a refstr=K_OUML_NIG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220408984K/abstract target=ref>K&ouml;nig et al. 2022</a>,G5 V,5665.0,55.0,-55.0,0.0,0.97,0.02,-0.01,0.0,0.98,0.05,-0.06,0.0,0.1,0.07,-0.07,0.0,[Fe/H],4.46,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h17m08.12s,94.2838373,+76d12m39.67s,76.21102,81.2271,0.1773,-0.1766,9.545,0.003,-0.003,7.959,0.026,-0.026,9.35983,0.00023,-0.00023
TOI-1860,TOI-1860,TIC 202426247,1,1,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,G V,5752.0,100.0,-100.0,0.0,0.94,0.02,-0.02,0.0,0.99,0.03,-0.03,0.0,0.04,0.06,-0.06,0.0,[Fe/H],4.58,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h05m49.62s,226.4567308,+64d02m51.66s,64.0476821,45.864,0.0648,-0.0645,8.4,0.03,-0.03,6.792,0.021,-0.021,8.23223,0.000636,-0.000636
TOI-199,TOI-199,TIC 309792357,1,2,<a refstr=HOBSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230914915H/abstract target=ref>Hobson et al. 2023</a>,G9 V,5255.0,12.0,-10.0,0.0,0.82,0.0,0.0,0.0,0.94,0.0,-0.01,0.0,0.22,0.03,-0.03,0.0,[Fe/H],4.58,0.0,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h20m25.41s,80.1058735,-59d53m43.56s,-59.8954326,102.27,0.191,-0.19,10.701,0.008,-0.008,8.814,0.021,-0.021,10.5784,0.000317,-0.000317
TOI-2180,TOI-2180,TIC 298663873,1,1,<a refstr=DALBA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...61D/abstract target=ref>Dalba et al. 2022</a>,G5,5695.0,58.0,-60.0,0.0,1.64,0.03,-0.03,0.0,1.11,0.05,-0.05,0.0,0.253,0.057,-0.057,0.0,[Fe/H],4.06,0.01,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h31m46.47s,277.94363,+56d39m02.44s,56.6506789,116.685,0.267,-0.266,9.162,0.002,-0.002,7.604,0.016,-0.016,9.01133,0.000236,-0.000236
TOI-2196,TOI-2196,TIC 372172128,1,1,<a refstr=PERSSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220805797P/abstract target=ref>Persson et al. 2022</a>,G V,5634.0,31.0,-31.0,0.0,1.04,0.02,-0.02,0.0,1.03,0.04,-0.04,0.0,0.14,0.05,-0.05,0.0,[Fe/H],4.42,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h49m21.62s,312.3400744,-70d29m06.26s,-70.4850723,259.947,2.036,-2.005,12.297,0.028,-0.028,10.346,0.023,-0.023,11.8259,0.000228,-0.000228
TOI-2260,TOI-2260,TIC 232568235,1,1,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,G V,5534.0,100.0,-100.0,0.0,0.94,0.05,-0.05,0.0,0.99,0.04,-0.04,0.0,0.22,0.06,-0.06,0.0,[Fe/H],4.62,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h30m40.08s,247.6669998,+49d02m48.44s,49.0467891,101.251,0.284,-0.283,10.474,0.006,-0.006,8.684,0.016,-0.016,10.2488,0.000816,-0.000816
TOI-421,TOI-421,TIC 94986319,2,2,<a refstr=CARLEO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..114C/abstract target=ref>Carleo et al. 2020</a>,G9 V,5325.0,78.0,-58.0,0.0,0.87,0.01,-0.01,0.0,0.85,0.03,-0.02,0.0,-0.02,0.05,-0.05,0.0,[Fe/H],4.49,0.03,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h27m24.79s,81.8532824,-14d16m36.27s,-14.2767404,74.7969,0.2041,-0.2029,9.931,0.006,-0.006,8.071,0.018,-0.018,9.77776,0.000189,-0.000189
TOI-4515,TOI-4515,TIC 456862677,1,1,<a refstr=CARLEO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...682A.135C/abstract target=ref>Carleo et al. 2024</a>,G8/G9,5433.0,70.0,-70.0,0.0,0.86,0.03,-0.03,0.0,0.95,0.02,-0.02,0.0,0.05,0.03,-0.03,0.0,[Fe/H],4.48,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h24m44.68s,21.1861778,+21d30m47.03s,21.5130638,193.499,1.726,-1.697,11.938,0.034,-0.034,10.134,0.018,-0.018,11.8121,0.000637,-0.000637
TOI-470,TOI-470,TIC 37770169,1,1,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,G,5190.0,90.0,-90.0,0.0,0.83,0.02,-0.02,0.0,0.87,0.09,-0.09,0.0,0.1,0.08,-0.08,0.0,[Fe/H],4.54,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h16m02.38s,94.0099043,-25d01m53.08s,-25.0314111,130.46,0.401,-0.398,11.171,0.017,-0.017,9.422,0.019,-0.019,11.2461,0.000581,-0.000581
TOI-481,TOI-481,TIC 339672028,1,1,<a refstr=BRAHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..235B/abstract target=ref>Brahm et al. 2020</a>,G,5735.0,72.0,-72.0,0.0,1.66,0.02,-0.02,0.0,1.14,0.02,-0.01,0.0,0.26,0.05,-0.05,0.0,[Fe/H],4.06,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h22m03.04s,110.5126861,-57d23m05.99s,-57.384998,179.366,1.018,-1.007,9.972,0.005,-0.005,8.443,0.023,-0.023,9.84659,0.000432,-0.000432
TOI-5398,TOI-5398,TIC 8260536,1,2,<a refstr=MANTOVAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231016888M/abstract target=ref>Mantovan et al. 2023</a>,G V,6000.0,75.0,-75.0,0.0,1.05,0.01,-0.01,0.0,1.15,0.01,-0.01,0.0,0.09,0.06,-0.06,0.0,[Fe/H],4.44,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h47m31.09s,161.8795569,+36d19m45.96s,36.3294345,130.855,0.686,-0.678,10.059,0.005,-0.005,8.713,0.018,-0.018,9.98233,0.000636,-0.000636
TOI-5542,TOI-5542,TIC 466206508,1,1,<a refstr=GRIEVES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220914830G/abstract target=ref>Grieves et al. 2022</a>,G3 V,5700.0,80.0,-80.0,0.0,1.06,0.04,-0.04,0.0,0.89,0.06,-0.03,0.0,-0.21,0.08,-0.08,0.0,[Fe/H],4.2,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h11m11.62s,302.7984228,-61d08m07.68s,-61.1354659,348.849,3.678,-3.604,12.42,0.046,-0.046,10.897,0.021,-0.021,12.2819,0.000189,-0.000189
TOI-559,TOI-559,TIC 209459275,1,1,<a refstr=IKWUT_UKWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....9I/abstract target=ref>Ikwut-Ukwa et al. 2022</a>,G V,5925.0,85.0,-76.0,0.0,1.23,0.03,-0.03,0.0,1.03,0.06,-0.06,0.0,-0.069,0.065,-0.079,0.0,[Fe/H],4.27,0.02,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h07m16.47s,46.8186159,-31d09m46.78s,-31.1629951,233.266,1.542,-1.521,11.091,0.007,-0.007,9.638,0.024,-0.024,10.9777,0.000405,-0.000405
TOI-561,TOI-561,TIC 377064495,1,4,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,G9 V,5372.0,70.0,-70.0,0.0,0.84,0.01,-0.01,0.0,0.81,0.04,-0.04,0.0,-0.4,0.05,-0.05,0.0,[Fe/H],4.5,0.12,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.216103,85.799,0.4988,-0.4932,10.252,0.006,-0.006,8.394,0.019,-0.019,10.0128,0.000278,-0.000278
TOI-561,TOI-561,TIC 377064495,1,4,<a refstr=LACEDELLI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.tmp.3556L/abstract target=ref>Lacedelli et al. 2020</a>,G9 V,5455.0,65.0,-47.0,0.0,0.85,0.01,-0.01,0.0,0.79,0.02,-0.02,0.0,-0.33,0.1,-0.05,0.0,[Fe/H],4.47,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.216103,85.799,0.4988,-0.4932,10.252,0.006,-0.006,8.394,0.019,-0.019,10.0128,0.000278,-0.000278
TOI-5678,TOI-5678,TIC 209464063,1,1,<a refstr=ULMER_MOLL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230604295U/abstract target=ref>Ulmer-Moll et al. 2023</a>,G7 V,5485.0,63.0,-63.0,0.0,0.94,0.01,-0.01,0.0,0.91,0.04,-0.04,0.0,0.0,0.01,-0.01,0.0,[Fe/H],4.34,0.11,-0.11,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h09m32.20s,47.3841872,-34d11m54.53s,-34.1984808,165.393,0.703,-0.698,11.438,0.012,-0.012,9.563,0.019,-0.019,11.1483,0.000401,-0.000401
TOI-733,TOI-733,TIC 106402532,1,1,<a refstr=GEORGIEVA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230406655G/abstract target=ref>Georgieva et al. 2023</a>,G,5585.0,60.0,-60.0,0.0,0.95,0.01,-0.01,0.0,0.96,0.05,-0.03,0.0,-0.04,0.05,-0.05,0.0,[Fe/H],4.47,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h37m38.24s,159.4093183,-40d53m17.73s,-40.888259,75.2092,0.1764,-0.1756,9.44,0.003,-0.003,7.845,0.024,-0.024,9.28881,0.000118,-0.000118
TOI-763,TOI-763,TIC 178819686,1,2,<a refstr=FRIDLUND_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.4503F/abstract target=ref>Fridlund et al. 2020</a>,G,5450.0,60.0,-60.0,0.0,0.9,0.01,-0.01,0.0,0.92,0.03,-0.03,0.0,0.01,0.05,-0.05,0.0,[Fe/H],4.45,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h57m52.34s,194.468098,-39d45m29.02s,-39.7580613,95.1274,0.4536,-0.4495,10.265,0.023,-0.023,8.49,0.021,-0.021,9.99915,0.000237,-0.000237
TOI-813,TOI-813,TIC 55525572,1,1,<a refstr=EISNER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.494..750E/abstract target=ref>Eisner et al. 2020</a>,G0 IV,5907.0,150.0,-150.0,0.0,1.94,0.1,-0.1,0.0,1.32,0.06,-0.06,0.0,0.1,0.1,-0.1,0.0,[Fe/H],3.86,0.14,-0.14,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h50m46.56s,72.6940102,-60d54m19.66s,-60.9054608,263.145,1.578,-1.56,10.358,0.006,-0.006,9.029,0.019,-0.019,10.2352,0.000417,-0.000417
TOI-837,TOI-837,TIC 460205581,1,1,<a refstr=BOUMA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..239B/abstract target=ref>Bouma et al. 2020</a>,G0/F9 V,6047.0,162.0,-162.0,0.0,1.02,0.08,-0.08,0.0,1.12,0.06,-0.06,0.0,-0.069,0.042,-0.042,0.0,[Fe/H[,4.47,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h28m08.95s,157.0372806,-64d30m18.76s,-64.5052107,142.488,0.461,-0.458,10.635,0.007,-0.007,8.933,0.026,-0.026,10.356,0.000667,-0.000667
TOI-849,TOI-849,TIC 33595516,1,1,<a refstr=ARMSTRONG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.583...39A/abstract target=ref>Armstrong et al. 2020</a>,G,5373.8,42.5,-41.2,0.0,0.92,0.03,-0.02,0.0,0.93,0.02,-0.02,0.0,0.19,0.03,-0.03,0.0,[Fe/H],4.48,0.03,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h54m51.79s,28.7157956,-29d25m18.15s,-29.4217086,225.734,1.569,-1.547,11.981,0.034,-0.034,10.418,0.023,-0.023,12.0645,0.000187,-0.000187
